name,N,CSF1PO allele count,D13S317 allele count,D16S539 allele count,D18S51 allele count,D19S433 allele count,D21S11 allele count,D2S1338 allele count,D3S1358 allele count,D5S818 allele count,D7S820 allele count,D8S1179 allele count,FGA allele count,TH01 allele count,TPOX allele count,vWA allele count,CSF1PO sum allele freq,D13S317 sum allele freq,D16S539 sum allele freq,D18S51 sum allele freq,D19S433 sum allele freq,D21S11 sum allele freq,D2S1338 sum allele freq,D3S1358 sum allele freq,D5S818 sum allele freq,D7S820 sum allele freq,D8S1179 sum allele freq,FGA sum allele freq,TH01 sum allele freq,TPOX sum allele freq,vWA sum allele freq
GT38072+TT51669+UT58336+C39C,4p,4,6,4,6,5,4,7,5,3,4,3,5,4,3,4,0.8989,0.8781,0.8988,0.7909,0.8531,0.734,0.7521,0.9792,0.8865,0.6398,0.5734,0.6413,0.8934,0.9044,0.6828
GT38072+UC10177+UT57283+UT58318,4p,3,6,5,6,2,6,7,4,5,3,3,4,4,2,4,0.8892,0.9557,0.8185,0.5735,0.6163,0.8545,0.7549,0.8726,0.9835,0.3989,0.5734,0.5416,0.8934,0.777,0.6828
GT38072+UT57299+WT51355+C56C,4p,4,5,2,6,4,4,5,3,3,5,2,5,3,3,4,0.6163,0.8352,0.4778,0.7535,0.7963,0.7423,0.4931,0.5997,0.8865,0.7991,0.4972,0.7937,0.7743,0.8269,0.5028
GT38072+UT58336+C40C+C82C,4p,4,6,3,7,4,6,5,4,4,5,4,4,5,3,6,0.8989,0.9557,0.7922,0.8311,0.8296,0.8586,0.597,0.7687,0.9281,0.7991,0.6759,0.615,0.989,0.7022,0.9889
GT38073+GT38087+GT38095+UT57303,4p,2,5,4,6,4,4,6,4,3,4,6,4,3,3,5,0.5803,0.8781,0.7922,0.6247,0.8434,0.734,0.7563,0.8726,0.8865,0.7881,0.813,0.4211,0.5596,0.8269,0.6828
GT38073+MT94827+UA16896+C78C,4p,4,4,3,5,4,5,5,4,4,4,4,6,5,4,7,0.9709,0.831,0.6856,0.5098,0.8434,0.806,0.6358,0.8726,0.9419,0.7881,0.7673,0.7507,0.989,0.9543,0.8919
GT38073+MT94833+MT94882+C37C,4p,2,4,5,4,4,6,5,5,4,5,4,6,4,2,7,0.669,0.7534,0.9556,0.5693,0.8434,0.8351,0.5554,0.7701,0.8893,0.9321,0.615,0.7992,0.8699,0.777,0.9903
GT38073+MT94842+WT52486+C46C,4p,2,5,4,4,4,7,5,3,3,4,5,5,4,4,5,0.669,0.8739,0.6412,0.4322,0.8434,0.9265,0.6358,0.6621,0.8865,0.7881,0.7091,0.5694,0.6427,0.946,0.6828
GT38073+MT97136+UA16929+UC10177,4p,3,5,6,5,5,6,5,5,2,4,4,4,4,4,3,0.8892,0.9086,0.9819,0.6234,0.9002,0.644,0.5651,0.9792,0.7438,0.7881,0.7673,0.5235,0.7951,0.946,0.3781
GT38073+MT97180+UT58315+Y8,4p,3,4,4,6,4,6,6,4,4,3,4,4,4,4,5,0.8892,0.7881,0.6412,0.687,0.7229,0.9043,0.6856,0.6787,0.9419,0.6288,0.7673,0.615,0.8934,0.946,0.5873
GT38073+MT97187+UT57302+WT52485,4p,3,5,5,5,5,4,5,4,3,4,5,4,4,5,6,0.8892,0.831,0.9556,0.5969,0.6689,0.734,0.6413,0.8726,0.8865,0.6398,0.7161,0.5679,0.7535,0.9474,0.7881
GT38073+MT97200+UA16908+Y2,4p,2,3,4,6,5,4,6,5,3,4,4,4,3,3,5,0.5803,0.7105,0.6412,0.6759,0.8448,0.6038,0.7535,0.9792,0.8865,0.7881,0.7036,0.6594,0.6995,0.9044,0.6842
GT38073+OT07767+TT51696+UT58303,4p,4,5,4,6,4,4,6,5,3,5,6,6,3,4,4,0.9709,0.9086,0.849,0.7078,0.8434,0.734,0.7563,0.9792,0.8865,0.9321,0.7244,0.6925,0.7743,0.946,0.5789
GT38075+GT38106+ZC08844+ZT81372,4p,4,5,3,6,5,3,5,3,3,5,5,5,5,2,4,0.9709,0.8352,0.7922,0.6662,0.7949,0.464,0.615,0.7216,0.8865,0.8074,0.8698,0.6399,0.989,0.6523,0.5859
GT38075+JT51178+MT97179+C60C,4p,4,5,4,5,4,4,6,4,3,4,3,7,4,3,3,0.9709,0.8394,0.8988,0.5277,0.6038,0.734,0.5181,0.8726,0.8865,0.6634,0.5983,0.7701,0.8699,0.8186,0.5914
GT38075+MT94818+MT97145+PT86536,4p,2,7,3,6,4,5,7,4,5,5,6,5,2,2,5,0.5803,0.9986,0.6856,0.5998,0.788,0.673,0.7064,0.8726,0.9835,0.8227,0.946,0.7493,0.5804,0.6523,0.885
GT38075+MT94834+TT50705+WT52480,4p,3,3,3,6,5,4,7,4,5,6,6,4,5,4,5,0.8892,0.6718,0.7354,0.8269,0.6273,0.716,0.7397,0.8726,0.9835,0.8088,0.856,0.5416,0.989,0.9543,0.7867
GT38075+MT94846+WT51358+C62C,4p,3,2,4,6,4,3,6,5,4,4,5,6,3,3,4,0.8892,0.5942,0.8988,0.4293,0.788,0.5567,0.7203,0.9792,0.9419,0.6634,0.7784,0.7882,0.7743,0.9044,0.6939
GT38075+MT97136+UA16918+C97C,4p,4,5,4,5,5,4,5,3,3,5,4,5,4,4,4,0.9709,0.8394,0.8988,0.6427,0.8448,0.6467,0.5638,0.7216,0.8865,0.8227,0.5125,0.6967,0.8934,0.946,0.5859
GT38075+TT51684+UT57288+C33C,4p,4,3,3,5,6,5,7,5,2,6,3,4,4,3,4,0.9709,0.5236,0.7922,0.6192,0.8475,0.7714,0.7009,0.8892,0.5305,0.8268,0.5983,0.586,0.8699,0.9044,0.6842
GT38075+UA16929+C58C+C83C,4p,2,2,4,7,4,4,6,5,4,6,4,5,5,4,4,0.669,0.5942,0.849,0.7979,0.59,0.655,0.6358,0.9792,0.9419,0.9667,0.5402,0.7493,0.989,0.946,0.5969
GT38075+WA29584+WT51373+C96C,4p,4,4,3,5,4,5,5,4,5,5,4,4,5,3,3,0.9709,0.7534,0.7922,0.6565,0.788,0.6592,0.5638,0.8726,0.9835,0.7991,0.5125,0.615,0.989,0.9044,0.5914
GT38075+C24C+C71C+C92C,4p,3,4,4,5,4,5,6,4,4,5,4,5,4,2,6,0.8892,0.6399,0.7119,0.5734,0.788,0.6412,0.6496,0.8726,0.9419,0.8227,0.6315,0.7093,0.8934,0.777,0.8864
GT38076+GT38093+MT97150+WT52457,4p,4,4,3,6,5,4,6,5,4,3,4,5,4,3,5,0.7646,0.831,0.7922,0.7577,0.8794,0.6467,0.6732,0.8448,0.8408,0.5595,0.5429,0.6939,0.8934,0.8269,0.885
GT38076+GT38108+MT94838+C77C,4p,4,3,5,5,4,5,5,5,4,3,5,5,4,2,5,0.9031,0.7147,0.9556,0.5998,0.7229,0.806,0.5167,0.8448,0.9281,0.4348,0.7175,0.6939,0.8934,0.777,0.885
GT38076+MT97176+WT52485+C26C,4p,6,6,5,6,4,5,6,5,2,4,4,6,4,4,4,0.9945,0.9515,0.9556,0.6261,0.6758,0.806,0.6663,0.9792,0.7438,0.7645,0.6759,0.8436,0.8934,0.82,0.6122
GT38076+MT97195+TT50708+UA16897,4p,5,3,3,5,5,5,4,4,4,4,4,5,4,4,5,0.9128,0.4668,0.7354,0.6566,0.5414,0.5651,0.5084,0.7687,0.9281,0.7271,0.7673,0.6649,0.7951,0.946,0.8961
GT38076+TT51675+UT57286+C35C,4p,4,6,4,5,5,4,6,4,3,4,6,5,5,3,4,0.9031,0.8823,0.8102,0.5721,0.8143,0.5235,0.5818,0.741,0.8865,0.7728,0.946,0.5984,0.989,0.9044,0.7922
GT38076+TT51702+UT58298+C62C,4p,5,3,3,5,6,6,5,3,3,4,5,6,3,3,4,0.9848,0.7147,0.7922,0.4917,0.8946,0.7672,0.5222,0.6177,0.7992,0.7728,0.8698,0.8726,0.6995,0.9044,0.7922
GT38076+UA16891+UT57292+ZT81377,4p,3,4,4,4,5,7,5,4,5,5,6,3,4,2,4,0.6829,0.7576,0.849,0.4737,0.8794,0.6495,0.5845,0.7687,0.8477,0.7922,0.849,0.507,0.6441,0.777,0.7922
GT38076+UA16928+WT52480+C22C,4p,3,4,4,4,5,5,4,4,4,2,3,7,5,4,4,0.6829,0.7923,0.8988,0.5181,0.7797,0.745,0.5499,0.7687,0.8408,0.4002,0.6011,0.8989,0.6524,0.9543,0.5042
GT38076+UT58333+C47C+C82C,4p,4,5,3,3,5,3,6,4,3,5,5,4,5,5,6,0.9031,0.9086,0.7922,0.4322,0.8157,0.5747,0.6219,0.8282,0.7992,0.7922,0.7798,0.6594,0.989,0.9959,0.9889
GT38076+WT52482+ZC08844+C22C,4p,5,6,4,5,5,3,6,4,2,4,5,5,5,3,4,0.9848,0.8823,0.849,0.7133,0.8656,0.5318,0.7854,0.7687,0.7438,0.7728,0.8435,0.6676,0.8034,0.9044,0.5042
GT38078+GT38095+MT97199+TT51683,4p,3,6,3,6,3,4,5,3,3,4,5,5,5,3,5,0.8892,0.921,0.7354,0.5236,0.5886,0.7423,0.5167,0.59,0.8865,0.7881,0.7354,0.6218,0.989,0.9044,0.8836
GT38078+JT51211+MT94868+C30C,4p,3,6,4,7,3,6,3,4,3,5,4,6,4,2,4,0.8892,0.9515,0.8988,0.7202,0.5886,0.644,0.374,0.7063,0.8865,0.8005,0.7659,0.6925,0.8699,0.777,0.7797
GT38078+MT94826+MT97200+C28C,4p,3,3,3,5,4,4,7,3,4,4,3,6,5,2,3,0.8892,0.5623,0.7922,0.4917,0.6454,0.655,0.7452,0.5553,0.9419,0.7881,0.5983,0.7535,0.989,0.777,0.6869
GT38078+MT94846+TT51694+UT58295,4p,3,5,4,8,4,3,5,4,4,5,4,6,4,2,4,0.8892,0.8739,0.7922,0.7535,0.59,0.583,0.597,0.8282,0.9281,0.8074,0.6745,0.8726,0.8699,0.777,0.6953
GT38078+MT94868+MT97141+WT51355,4p,4,5,4,7,4,5,5,4,4,5,4,6,4,3,5,0.9709,0.9086,0.8988,0.7674,0.8434,0.6952,0.5291,0.7063,0.9281,0.8074,0.7659,0.7965,0.8699,0.8269,0.885
GT38078+MT97136+TT51677+UT57292,4p,3,5,4,6,4,6,4,5,3,4,4,4,4,3,4,0.8892,0.9086,0.8988,0.6773,0.5387,0.7505,0.5596,0.9792,0.8865,0.7271,0.7673,0.6413,0.6441,0.8186,0.7922
GT38078+MT97173+UT58321+C78C,4p,4,4,3,5,4,6,7,4,3,5,5,4,4,3,4,0.8989,0.831,0.7922,0.5762,0.8434,0.8545,0.7757,0.8282,0.8865,0.8158,0.8005,0.6704,0.8699,0.8269,0.7922
GT38078+MT97176+C62C+C91C,4p,4,4,4,4,4,5,7,5,4,5,5,4,4,3,4,0.9709,0.831,0.849,0.4044,0.8434,0.745,0.7328,0.9792,0.8893,0.9321,0.7354,0.5443,0.8699,0.9044,0.7922
GT38078+TT50708+WT52471+Y4,4p,3,4,4,6,4,6,5,5,3,4,4,4,5,5,5,0.8892,0.831,0.8988,0.723,0.6246,0.7936,0.561,0.9792,0.8865,0.7881,0.7659,0.4862,0.989,0.9959,0.885
GT38078+TT50708+ZT81380+C84C,4p,3,4,3,5,3,4,6,3,4,5,5,5,4,3,4,0.8892,0.831,0.7354,0.5845,0.5886,0.6121,0.6344,0.4681,0.892,0.9321,0.7991,0.6386,0.8699,0.8186,0.7922
GT38081+GT38093+Y31+C35C,4p,4,4,5,5,3,6,5,4,4,5,4,6,5,4,3,0.7646,0.7881,0.8365,0.6676,0.6218,0.9043,0.4862,0.8282,0.9281,0.9321,0.7659,0.8062,0.8782,0.9543,0.5775
GT38081+GT38093+C61C+C77C,4p,4,3,4,6,3,5,4,3,4,5,4,4,4,2,3,0.9709,0.7147,0.8988,0.7577,0.6869,0.8323,0.4973,0.7216,0.9281,0.7617,0.7036,0.615,0.8934,0.777,0.5775
GT38081+GT38095+UT58335+C86C,4p,4,3,4,6,3,4,5,4,3,4,4,6,4,3,5,0.9709,0.6413,0.8988,0.615,0.5748,0.7423,0.6829,0.8282,0.8865,0.6759,0.3781,0.7742,0.8699,0.9044,0.8836
GT38081+JT51211+MT94868+WA29594,4p,4,5,3,6,3,8,4,4,3,5,4,6,3,2,3,0.9709,0.831,0.7354,0.7105,0.5886,0.9556,0.3989,0.8726,0.8865,0.7036,0.7659,0.7188,0.6995,0.777,0.5775
GT38081+MT94839+OT07803+UA16896,4p,4,4,4,5,4,6,6,5,3,4,3,4,4,4,4,0.9709,0.831,0.8988,0.5194,0.7021,0.9043,0.7134,0.9792,0.8865,0.7881,0.4653,0.5887,0.6441,0.9543,0.7908
GT38081+MT94842+TT51676+C95C,4p,3,4,3,7,3,7,5,3,4,4,5,6,4,3,4,0.7507,0.831,0.7354,0.7535,0.7728,0.8199,0.4834,0.6177,0.9281,0.7881,0.7077,0.5873,0.5333,0.9044,0.7908
GT38081+MT94846+MT94848+UT57288,4p,4,2,3,6,3,4,5,3,3,5,3,7,5,5,5,0.9709,0.4031,0.7354,0.6773,0.6731,0.7423,0.6289,0.7216,0.8865,0.9321,0.5997,0.7563,0.989,0.9959,0.8961
GT38081+MT94875+MT97196+C25C,4p,5,4,4,5,4,6,5,5,3,4,4,7,3,3,5,0.9848,0.7881,0.8988,0.6565,0.7091,0.8614,0.6704,0.7701,0.8865,0.6759,0.4792,0.8975,0.676,0.8186,0.8836
GT38081+MT97180+OT07785+WT51359,4p,4,3,4,6,3,6,4,4,3,4,4,6,4,2,5,0.9709,0.5194,0.8988,0.6745,0.7728,0.6814,0.5624,0.7687,0.8865,0.7881,0.4695,0.8726,0.8934,0.777,0.8961
GT38081+PT83505+TT51684+UT58295,4p,4,4,3,5,4,5,4,5,4,5,3,6,4,2,5,0.9709,0.5665,0.3975,0.6801,0.6537,0.5152,0.4793,0.9792,0.9281,0.7105,0.3449,0.8436,0.8699,0.777,0.885
GT38081+UA16929+UC10177+C30C,4p,4,4,5,7,3,5,6,5,3,6,5,4,4,3,3,0.9709,0.7923,0.9251,0.9045,0.7728,0.572,0.6995,0.9792,0.8865,0.9598,0.8698,0.4709,0.7951,0.9044,0.5775
GT38083+GT38095+MT97136+C38C,4p,3,5,4,6,5,4,6,3,2,4,5,6,3,5,4,0.8892,0.8352,0.8102,0.6621,0.8365,0.716,0.7023,0.6344,0.7438,0.7728,0.5734,0.7451,0.5596,0.9959,0.5859
GT38083+MT94846+MT94868+MT97177,4p,4,4,5,5,3,5,6,4,3,3,5,5,3,3,4,0.9709,0.7881,0.9168,0.5429,0.6232,0.7562,0.6704,0.8282,0.8865,0.5166,0.8698,0.6939,0.6579,0.9044,0.6814
GT38083+MT97125+TT50701+UA16927,4p,3,6,4,6,5,3,5,4,4,5,4,5,3,4,5,0.8892,0.7299,0.8102,0.7078,0.8032,0.644,0.5166,0.8282,0.9281,0.9321,0.6122,0.6676,0.7743,0.946,0.8836
GT38083+MT97176+UT58336+C51C,4p,5,4,4,5,4,5,6,5,3,6,6,5,3,3,4,0.9806,0.7881,0.5526,0.5873,0.4612,0.806,0.5513,0.9792,0.8865,0.9667,0.946,0.6662,0.6995,0.9044,0.6939
GT38083+Y32+C25C+C42C,4p,4,4,4,7,4,4,5,5,2,4,4,4,3,2,5,0.9709,0.2424,0.8102,0.7147,0.5817,0.7423,0.5042,0.8296,0.7438,0.6759,0.6122,0.6413,0.676,0.6523,0.8961
GT38086+GT38094+MT97131+MT97180,4p,3,4,5,6,3,5,5,5,4,4,4,7,4,2,5,0.8892,0.7147,0.9556,0.723,0.6523,0.6813,0.5098,0.9792,0.9281,0.6759,0.7036,0.7701,0.8699,0.5748,0.705
GT38086+GT38119+MT94833+MT97136,4p,3,3,4,6,5,4,3,6,4,4,4,5,4,5,6,0.8892,0.7105,0.8988,0.6414,0.9002,0.655,0.4571,0.8462,0.7882,0.7881,0.7673,0.6912,0.8934,0.9959,0.9889
GT38086+MT94803+WT51354+C05C,4p,4,4,4,5,3,5,4,4,5,5,5,7,4,4,7,0.9709,0.7576,0.8988,0.5388,0.7728,0.806,0.5776,0.8726,0.9336,0.7548,0.8435,0.4682,0.8934,0.9543,0.9903
GT38086+MT94827+C67C+C91C,4p,4,3,4,6,3,5,5,4,6,5,4,6,5,3,7,0.9709,0.7105,0.8988,0.6773,0.7728,0.745,0.561,0.8726,0.9863,0.9321,0.6343,0.5402,0.989,0.8269,0.9958
GT38086+MT94838+TT51684+WT51345,4p,3,4,5,5,4,4,5,5,4,3,4,5,3,3,5,0.8892,0.7923,0.9556,0.4946,0.7229,0.4626,0.5929,0.8892,0.9281,0.5595,0.6773,0.6912,0.7743,0.8269,0.7881
GT38086+MT94843+UA16928+C33C,4p,4,4,4,5,4,5,4,4,3,6,4,5,4,3,6,0.9709,0.7923,0.8988,0.5181,0.6966,0.6813,0.4917,0.7382,0.7854,0.9598,0.6966,0.5832,0.6441,0.8269,0.9889
GT38086+MT94875+UT57283+C34C,4p,5,3,4,6,5,5,6,5,5,5,4,7,3,4,5,0.9128,0.7105,0.8988,0.5485,0.7243,0.806,0.7203,0.9792,0.9835,0.6801,0.5873,0.7424,0.7743,0.8685,0.7867
GT38086+MT94884+UT58298+WT52493,4p,4,3,4,6,4,6,5,3,4,4,3,5,4,3,5,0.9709,0.7147,0.8988,0.5735,0.788,0.7672,0.6801,0.7216,0.9281,0.7881,0.6011,0.6649,0.8699,0.8269,0.7881
GT38086+MT97121+TT51679+C88C,4p,2,4,5,6,4,5,5,5,4,4,6,5,5,3,4,0.5803,0.7576,0.9251,0.604,0.8434,0.6758,0.5929,0.8448,0.8408,0.7645,0.903,0.5569,0.989,0.7022,0.6828
GT38086+UA16927+WT52485+C68C,4p,4,5,3,6,4,5,5,4,5,4,5,5,5,5,6,0.9709,0.8352,0.7354,0.5374,0.7963,0.806,0.6829,0.8726,0.935,0.7881,0.8698,0.5651,0.989,0.7452,0.9889
GT38086+ZT81382+C19C+C98C,4p,4,3,6,5,5,6,5,3,5,3,4,6,3,4,5,0.9709,0.3892,0.9819,0.5665,0.8115,0.8074,0.597,0.5997,0.8463,0.4709,0.6773,0.7356,0.525,0.8685,0.885
GT38086+C100C+C84C+C91C,4p,3,3,4,5,3,5,6,4,5,5,5,5,4,4,5,0.8892,0.6718,0.8988,0.5997,0.7728,0.745,0.6455,0.8726,0.7937,0.9321,0.7991,0.6386,0.8699,0.9543,0.7867
GT38086+C41C+C64C+C66C,4p,3,2,5,6,5,4,6,5,4,4,4,6,4,4,4,0.8892,0.5942,0.9556,0.5887,0.7797,0.716,0.5984,0.9792,0.9281,0.7271,0.7673,0.7882,0.8934,0.9543,0.5859
GT38087+GT38098+MT97164+WT52474,4p,3,4,4,6,4,3,6,4,2,3,5,5,4,5,5,0.8892,0.831,0.849,0.6968,0.6924,0.5069,0.7535,0.8726,0.7438,0.5831,0.8435,0.6829,0.8699,0.9557,0.8961
GT38087+MT94843+C64C+C78C,4p,3,3,4,6,3,5,5,4,3,4,5,6,4,3,5,0.8892,0.7147,0.849,0.7328,0.6523,0.5761,0.6358,0.741,0.8865,0.7271,0.7728,0.7508,0.7951,0.7022,0.8961
GT38087+MT94859+C18C+C48C,4p,3,4,4,6,4,4,5,4,4,4,4,6,3,3,3,0.662,0.7923,0.7922,0.64,0.68,0.5193,0.5998,0.8726,0.8934,0.7881,0.7396,0.6247,0.6995,0.8269,0.59
GT38087+MT97152+OT07753+C53C,4p,4,4,6,5,4,4,5,3,4,3,3,4,4,4,3,0.9709,0.7618,0.9736,0.4322,0.7104,0.4598,0.6649,0.5997,0.9419,0.4584,0.5097,0.5486,0.8934,0.9543,0.59
GT38087+MT97184+UT57292+WT52480,4p,3,4,4,4,4,5,5,4,4,4,3,5,4,3,5,0.8892,0.7923,0.7922,0.4488,0.8434,0.7215,0.597,0.741,0.9419,0.7271,0.5734,0.6719,0.7951,0.8269,0.8836
GT38087+MT97199+WT51359+C49C,4p,3,4,4,5,3,6,6,4,3,4,5,6,4,4,5,0.8892,0.831,0.849,0.4862,0.7728,0.8545,0.7203,0.741,0.8865,0.7881,0.7091,0.6593,0.7951,0.9543,0.8961
GT38087+PT86536+WA29572+C10C,4p,4,4,4,6,3,3,5,3,5,6,3,7,3,3,4,0.9709,0.5526,0.7922,0.6926,0.6869,0.5747,0.633,0.6344,0.9433,0.8504,0.5734,0.8851,0.7743,0.7022,0.6828
GT38087+UT57283+Y6+C37C,4p,4,5,5,6,3,4,5,5,4,4,6,5,4,3,5,0.9709,0.8739,0.9556,0.4669,0.7728,0.6703,0.5998,0.9792,0.6275,0.7881,0.8574,0.6275,0.8699,0.8269,0.8961
GT38087+WT52485+C14C+C69C,4p,3,6,6,7,6,4,5,5,3,5,4,6,3,4,6,0.8892,0.9515,0.9819,0.6995,0.8891,0.734,0.6829,0.9792,0.8865,0.6607,0.5859,0.6053,0.6579,0.6178,0.9889
GT38089+GT38095+UA16918+C53C,4p,4,4,5,5,4,6,4,4,3,4,5,4,3,3,5,0.9709,0.7618,0.9556,0.5831,0.7963,0.9043,0.5139,0.8726,0.7992,0.7881,0.7368,0.5429,0.7743,0.9044,0.8836
GT38089+JT51178+TT50698+TT51689,4p,4,4,4,4,4,4,5,4,2,4,4,6,5,3,4,0.9709,0.7618,0.8988,0.5416,0.7963,0.7423,0.5638,0.8726,0.7438,0.6177,0.7659,0.6287,0.989,0.9044,0.7797
GT38089+MT97200+UT57312+C91C,4p,3,3,4,4,4,6,6,4,4,5,3,4,4,3,3,0.8892,0.6413,0.849,0.5291,0.7963,0.8586,0.6303,0.7063,0.8893,0.9321,0.529,0.6704,0.7535,0.9044,0.5775
GT38089+OT07803+C05C+C91C,4p,3,4,3,6,3,4,5,3,3,5,3,5,4,4,5,0.8892,0.831,0.7922,0.7812,0.7728,0.673,0.5984,0.4958,0.7466,0.9321,0.529,0.6829,0.7535,0.9543,0.8836
GT38089+TT50708+WT51386+C97C,4p,4,4,4,5,5,5,7,4,2,4,4,6,4,4,5,0.9709,0.7923,0.8988,0.6676,0.9002,0.7714,0.8159,0.8726,0.7438,0.7881,0.6745,0.7466,0.8934,0.946,0.7867
GT38089+TT51703+WT52480+Y1,4p,3,3,4,5,5,4,6,5,4,5,3,3,4,4,5,0.8892,0.6718,0.8988,0.4986,0.9002,0.655,0.5347,0.9792,0.9419,0.9321,0.5997,0.507,0.7535,0.9543,0.705
GT38091+MT94880+OT07785+UT57301,4p,2,3,3,5,3,5,6,5,3,4,4,6,4,4,4,0.669,0.7147,0.7354,0.6469,0.6869,0.7451,0.6538,0.9792,0.8865,0.7645,0.7659,0.8726,0.8699,0.946,0.7922
GT38091+MT94882+UT57287+C43C,4p,3,6,5,4,4,4,6,3,2,4,4,5,5,5,3,0.8892,0.9515,0.9556,0.5084,0.7797,0.5429,0.5208,0.7216,0.7438,0.7271,0.6759,0.6386,0.989,0.9959,0.6869
GT38091+MT97121+ZT81381+C24C,4p,3,4,4,7,2,5,4,4,3,4,4,4,3,4,3,0.8892,0.5665,0.7119,0.6802,0.6163,0.6841,0.5305,0.8726,0.8865,0.7645,0.7659,0.6704,0.525,0.946,0.6869
GT38091+MT97125+UT58315+C03C,4p,2,4,3,7,5,5,5,4,4,5,6,4,4,4,4,0.669,0.831,0.7922,0.7729,0.8669,0.5041,0.4875,0.8282,0.8408,0.7991,0.946,0.5443,0.8699,0.946,0.6828
GT38091+TT51698+C28C+C72C,4p,3,4,3,6,4,3,4,3,5,4,4,5,4,4,4,0.8892,0.7923,0.7922,0.7909,0.7091,0.5567,0.536,0.7216,0.9835,0.6398,0.7659,0.7493,0.8699,0.946,0.6828
GT38091+C26C+C67C+C68C,4p,5,3,4,4,3,5,6,2,3,5,5,6,4,4,2,0.9806,0.7147,0.8988,0.5208,0.7728,0.806,0.7563,0.4834,0.7507,0.9321,0.8435,0.7175,0.6441,0.946,0.4861
GT38092+JT52346+MT94834+UA16894,4p,4,3,3,5,5,3,6,3,5,6,7,7,5,4,6,0.8989,0.5194,0.6856,0.615,0.8531,0.4335,0.7535,0.7216,0.9835,0.9335,0.8892,0.8241,0.989,0.946,0.9889
GT38092+MT94815+MT94875+C83C,4p,4,3,4,5,4,5,5,3,4,5,6,4,4,3,4,0.9031,0.6718,0.849,0.5831,0.7091,0.745,0.5984,0.6621,0.9419,0.9321,0.8837,0.4349,0.8934,0.8186,0.6939
GT38092+MT94875+MT94892+C93C,4p,4,4,4,5,5,4,6,5,5,5,5,5,4,4,5,0.9031,0.7923,0.7922,0.6524,0.8656,0.5235,0.6787,0.9792,0.9835,0.7548,0.7812,0.5845,0.7951,0.946,0.8961
GT38092+MT94892+TT51693+TT51698,4p,2,3,5,5,3,5,6,4,5,4,4,5,3,3,5,0.669,0.6718,0.8185,0.7133,0.7728,0.6689,0.6759,0.8282,0.9835,0.7881,0.7673,0.6953,0.6995,0.9044,0.8961
GT38092+MT97173+WT52471+ZT81377,4p,4,3,4,6,4,5,6,4,5,5,5,6,4,4,4,0.8989,0.6718,0.849,0.7909,0.8088,0.7382,0.6371,0.7687,0.9488,0.8158,0.7728,0.7342,0.8934,0.9543,0.7922
GT38092+UA16929+ZT81380+C16C,4p,3,3,3,5,3,4,5,4,4,4,4,6,5,2,5,0.8892,0.6718,0.6856,0.6317,0.7728,0.4016,0.651,0.8282,0.9419,0.7271,0.6343,0.8186,0.989,0.6523,0.8961
GT38093+GT38098+TT51683+C97C,4p,3,5,2,5,3,4,6,3,4,5,5,5,4,3,4,0.8892,0.8352,0.421,0.6234,0.4376,0.734,0.7438,0.7216,0.9281,0.9321,0.7784,0.6676,0.8934,0.9044,0.6828
GT38093+MT94842+OT07785+TT51679,4p,3,4,4,5,4,6,4,5,4,5,4,5,5,1,4,0.8892,0.831,0.8988,0.5181,0.8434,0.698,0.4779,0.9792,0.9281,0.9321,0.6329,0.6275,0.8782,0.5249,0.6939
GT38093+MT94858+MT97155+TT51702,4p,4,3,4,4,4,7,6,5,4,4,2,6,5,2,4,0.9709,0.6718,0.8988,0.5056,0.7021,0.7963,0.6607,0.9792,0.8408,0.7728,0.4958,0.6898,0.989,0.777,0.7797
GT38093+MT94866+TT50697+C45C,4p,2,4,3,5,2,5,5,4,4,3,4,5,4,2,4,0.669,0.7923,0.7922,0.6427,0.3767,0.4515,0.5998,0.741,0.9281,0.6052,0.615,0.6538,0.8934,0.6523,0.6938
GT38093+MT94877+MT97185+OT07776,4p,3,4,3,5,4,5,3,5,4,5,5,5,4,4,5,0.8892,0.831,0.7922,0.5361,0.8434,0.4722,0.4474,0.9792,0.9281,0.9321,0.7161,0.6538,0.8934,0.9543,0.8961
GT38093+MT97189+OT07803+C28C,4p,3,5,3,6,3,3,6,5,4,4,4,5,4,3,3,0.8892,0.8781,0.7922,0.7812,0.6731,0.5747,0.7009,0.9792,0.8408,0.7645,0.6315,0.7202,0.6441,0.8269,0.6869
GT38093+TT51683+TT51698+TT51703,4p,3,4,3,7,2,4,6,3,3,5,3,5,4,3,5,0.8892,0.7147,0.7354,0.8214,0.6163,0.734,0.5956,0.6344,0.5721,0.9321,0.5983,0.7937,0.8934,0.9044,0.885
GT38093+WT51381+Y8+C30C,4p,3,4,4,5,4,5,5,5,5,5,5,5,4,4,4,0.8892,0.831,0.8988,0.6317,0.6108,0.8323,0.5527,0.8892,0.8477,0.8005,0.7354,0.7937,0.8934,0.946,0.7922
GT38094+MT94838+Y32+C03C,4p,4,6,3,6,5,7,5,5,4,6,7,6,3,4,5,0.9709,0.8019,0.5346,0.5112,0.9002,0.7326,0.5929,0.8448,0.9281,0.9667,0.9599,0.82,0.676,0.8685,0.885
GT38094+MT94848+MT97187+C53C,4p,3,4,5,6,6,4,5,5,4,5,4,6,5,5,4,0.8892,0.7576,0.9556,0.8269,0.9237,0.5664,0.5153,0.9792,0.9419,0.9321,0.615,0.6801,0.989,0.9959,0.7797
