name,N,CSF1PO allele count,D13S317 allele count,D16S539 allele count,D18S51 allele count,D19S433 allele count,D21S11 allele count,D2S1338 allele count,D3S1358 allele count,D5S818 allele count,D7S820 allele count,D8S1179 allele count,FGA allele count,TH01 allele count,TPOX allele count,vWA allele count,CSF1PO sum allele freq,D13S317 sum allele freq,D16S539 sum allele freq,D18S51 sum allele freq,D19S433 sum allele freq,D21S11 sum allele freq,D2S1338 sum allele freq,D3S1358 sum allele freq,D5S818 sum allele freq,D7S820 sum allele freq,D8S1179 sum allele freq,FGA sum allele freq,TH01 sum allele freq,TPOX sum allele freq,vWA sum allele freq
UT58295+C19C,2p,2,3,4,3,4,4,3,3,3,4,4,4,2,2,3,0.5803,0.6371,0.5609,0.4225,0.6329,0.5498,0.2909,0.5553,0.4349,0.5429,0.6122,0.5569,0.4294,0.777,0.5914
UT58295+C37C,2p,2,2,3,2,4,3,4,3,3,3,4,4,3,2,3,0.5803,0.3684,0.6856,0.2521,0.7742,0.4598,0.5305,0.59,0.5721,0.3989,0.3602,0.5596,0.525,0.777,0.5914
UT58298+WA29594,2p,3,2,3,4,1,3,3,3,2,3,2,4,3,2,3,0.7507,0.5942,0.7922,0.4405,0.3615,0.4099,0.3116,0.6344,0.7438,0.4003,0.4972,0.5706,0.6995,0.777,0.5789
UT58298+WT52472,2p,2,3,3,4,3,2,4,2,2,3,2,3,3,2,3,0.3906,0.6371,0.7922,0.4141,0.5886,0.3808,0.4197,0.3795,0.7438,0.6288,0.4972,0.4917,0.6995,0.777,0.5914
UT58298+WT52490,2p,4,3,3,4,2,3,3,3,3,3,4,3,2,3,3,0.9709,0.7147,0.7922,0.3103,0.6163,0.5401,0.3504,0.6344,0.7992,0.5166,0.7673,0.4917,0.5804,0.9044,0.5789
UT58298+C18C,2p,4,2,3,4,2,3,4,1,1,3,2,4,2,2,3,0.9709,0.5942,0.7922,0.3809,0.4183,0.3863,0.4945,0.2729,0.356,0.5319,0.4972,0.5443,0.5804,0.777,0.59
UT58298+C29C,2p,3,3,4,3,3,3,3,2,2,4,3,3,3,2,2,0.7507,0.6413,0.8988,0.2701,0.4681,0.583,0.4626,0.3795,0.4987,0.7728,0.6634,0.3366,0.6995,0.777,0.4861
UT58300+C16C,2p,3,3,3,3,3,2,4,2,3,4,2,4,2,3,4,0.8892,0.5623,0.6856,0.4225,0.7728,0.3005,0.5624,0.4834,0.8865,0.7645,0.3628,0.5969,0.5804,0.9044,0.7908
UT58300+C50C,2p,2,3,4,3,4,3,4,2,3,3,3,3,3,2,4,0.669,0.5055,0.849,0.4225,0.8088,0.4528,0.5499,0.4487,0.8865,0.6052,0.6011,0.2839,0.5887,0.777,0.5969
UT58300+C56C,2p,2,3,4,3,2,2,3,2,3,3,1,4,3,2,3,0.669,0.5055,0.849,0.2923,0.6163,0.3005,0.3768,0.4487,0.8865,0.6052,0.3296,0.5969,0.7743,0.777,0.5886
UT58301+WT51359,2p,2,2,3,4,3,4,3,3,2,3,4,4,3,3,4,0.669,0.4418,0.5346,0.4224,0.7728,0.3698,0.4059,0.6177,0.5305,0.6205,0.6329,0.5443,0.6579,0.8269,0.7922
UT58301+C02C,2p,2,2,3,3,4,3,2,3,3,4,3,3,2,2,2,0.669,0.3726,0.6856,0.4515,0.8088,0.4598,0.2909,0.6621,0.8865,0.7881,0.5097,0.2576,0.5388,0.5748,0.4847
UT58301+C83C,2p,2,2,3,4,4,3,4,2,4,3,4,3,3,3,2,0.669,0.5942,0.6856,0.4598,0.8296,0.3296,0.4779,0.5111,0.9419,0.6052,0.7673,0.41,0.6579,0.8269,0.4847
UT58302+C45C,2p,2,3,3,4,4,3,4,3,3,4,4,2,3,2,2,0.669,0.5623,0.5346,0.5693,0.788,0.583,0.3782,0.7216,0.7854,0.7881,0.6773,0.3283,0.6995,0.777,0.4847
UT58303+WT52477,2p,3,3,4,3,3,3,4,3,2,2,2,4,3,3,3,0.8892,0.6718,0.5609,0.3504,0.7728,0.3988,0.4793,0.6621,0.4114,0.3269,0.4958,0.615,0.7743,0.9044,0.5789
UT58303+C38C,2p,2,3,2,4,3,2,4,2,2,2,2,3,3,3,3,0.5291,0.4626,0.3712,0.4737,0.7728,0.3545,0.4557,0.4239,0.7438,0.4238,0.4321,0.3365,0.6344,0.7022,0.482
UT58303+C56C,2p,2,3,4,4,3,2,3,4,3,3,1,3,3,3,4,0.5291,0.4626,0.849,0.3906,0.7728,0.4847,0.3768,0.8726,0.8865,0.5166,0.3296,0.4626,0.7743,0.9044,0.6814
UT58305+WT51378,2p,3,2,3,4,2,4,4,4,2,2,2,3,3,2,3,0.8892,0.3892,0.7354,0.5693,0.6163,0.6467,0.3006,0.741,0.7438,0.3726,0.4972,0.2812,0.6995,0.5665,0.5069
UT58305+WT52490,2p,3,3,2,4,2,3,3,3,2,3,4,3,2,3,3,0.8892,0.7147,0.6288,0.4391,0.6163,0.4515,0.2161,0.4681,0.4432,0.5166,0.7673,0.4363,0.5804,0.6939,0.3989
UT58305+ZT81381,2p,2,3,3,4,2,3,4,3,3,3,2,3,3,3,3,0.669,0.4321,0.6856,0.4072,0.6163,0.5747,0.4433,0.59,0.8865,0.5166,0.4972,0.4363,0.676,0.6939,0.5069
UT58305+C20C,2p,2,3,4,4,3,4,3,4,2,3,3,4,2,3,3,0.669,0.7147,0.7119,0.5333,0.6523,0.4168,0.2992,0.8282,0.7438,0.6288,0.6634,0.5596,0.5388,0.8186,0.3989
UT58305+C57C,2p,3,3,2,3,3,4,4,3,2,4,2,2,2,3,3,0.8892,0.6718,0.6288,0.4196,0.6731,0.6467,0.4142,0.4681,0.5305,0.7728,0.4972,0.2313,0.5388,0.6939,0.4114
UT58305+C97C,2p,2,3,2,4,2,2,3,3,2,3,4,4,2,4,4,0.669,0.4668,0.6288,0.5333,0.6163,0.2922,0.2632,0.59,0.7438,0.6288,0.6759,0.3919,0.464,0.946,0.6828
UT58310+WT51359,2p,2,2,2,4,4,4,4,3,2,4,3,4,3,2,4,0.669,0.385,0.4778,0.4253,0.6454,0.5969,0.5624,0.6177,0.5305,0.7271,0.367,0.4182,0.6995,0.777,0.7922
UT58310+WT51362,2p,2,3,2,4,3,3,3,3,2,4,3,4,2,3,3,0.669,0.5055,0.421,0.471,0.4889,0.5567,0.2992,0.7216,0.7438,0.7271,0.4363,0.3919,0.5804,0.8269,0.6869
UT58310+C49C,2p,3,3,2,3,4,3,3,3,2,4,3,4,3,2,3,0.8892,0.7105,0.4778,0.4183,0.7437,0.583,0.2992,0.6621,0.5305,0.6759,0.6634,0.3338,0.676,0.777,0.59
UT58310+C62C,2p,3,3,2,3,4,2,2,3,2,3,4,3,2,3,2,0.8892,0.7105,0.6288,0.4183,0.6454,0.4847,0.2618,0.6177,0.7438,0.5166,0.5402,0.2839,0.5804,0.9044,0.4847
UT58314+UT58336,2p,4,3,4,3,4,4,3,4,3,3,2,4,2,3,3,0.7604,0.4321,0.5609,0.3255,0.8296,0.5428,0.3615,0.8282,0.8865,0.3836,0.2438,0.5125,0.464,0.9044,0.5886
UT58314+C53C,2p,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,0.6108,0.4363,0.1897,0.3947,0.7963,0.3296,0.1759,0.6344,0.7992,0.6052,0.6011,0.3519,0.7743,0.9044,0.59
UT58314+C56C,2p,2,3,4,4,3,3,3,3,3,2,2,4,3,2,3,0.3906,0.4321,0.5609,0.4266,0.7728,0.3725,0.2909,0.7216,0.8865,0.349,0.4972,0.5125,0.7743,0.777,0.5886
UT58314+C81C,2p,3,3,4,4,3,4,4,3,4,4,3,4,2,3,3,0.6108,0.4931,0.5609,0.5332,0.4168,0.3559,0.4765,0.7216,0.9419,0.6329,0.6634,0.5125,0.5388,0.9044,0.4806
UT58315+WT52480,2p,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,0.669,0.5942,0.5844,0.2673,0.6869,0.4528,0.2576,0.6621,0.4432,0.6052,0.5997,0.41,0.5596,0.7022,0.4806
UT58315+C10C,2p,3,3,3,3,2,4,4,2,3,3,4,3,2,2,3,0.8892,0.7147,0.7922,0.2673,0.3254,0.4625,0.4432,0.5111,0.5859,0.4889,0.7673,0.3656,0.5804,0.6523,0.59
UT58315+C38C,2p,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,0.8892,0.7105,0.7922,0.3823,0.6869,0.4528,0.2285,0.6621,0.7992,0.6288,0.3726,0.3656,0.4405,0.1773,0.4931
UT58315+C43C,2p,2,2,4,4,3,4,3,2,2,3,3,3,3,3,3,0.669,0.446,0.6412,0.3685,0.3323,0.3587,0.3116,0.4487,0.4432,0.6205,0.5997,0.41,0.6995,0.4294,0.5886
UT58315+C75C,2p,3,2,3,4,3,4,4,3,3,2,3,3,3,3,4,0.6745,0.3726,0.7922,0.4294,0.6869,0.6121,0.331,0.5553,0.7992,0.4612,0.5997,0.3656,0.6995,0.9044,0.6953
UT58318+C13C,2p,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,0.5803,0.7147,0.6856,0.187,0.6163,0.3808,0.3767,0.7216,0.8865,0.6482,0.6966,0.4626,0.676,0.9044,0.6869
UT58318+C86C,2p,3,2,4,3,3,3,3,3,2,3,4,3,3,3,4,0.8892,0.5942,0.6412,0.3006,0.7728,0.583,0.4571,0.7216,0.7438,0.5083,0.7659,0.4626,0.676,0.9044,0.7908
UT58319+Y31,2p,2,3,3,3,3,2,2,2,2,2,3,4,3,3,4,0.3906,0.4626,0.6551,0.2756,0.6731,0.4847,0.259,0.3892,0.7438,0.3726,0.41,0.5624,0.5471,0.7022,0.6814
UT58319+C48C,2p,3,3,2,4,3,3,4,3,3,3,3,3,4,3,3,0.6108,0.7105,0.6288,0.4017,0.6731,0.5138,0.536,0.6621,0.7507,0.5319,0.41,0.302,0.8934,0.9044,0.5886
UT58320+WT52480,2p,2,3,2,3,4,4,3,2,4,3,2,3,3,3,3,0.669,0.6413,0.421,0.4557,0.8434,0.583,0.3643,0.4239,0.9419,0.5678,0.4321,0.4626,0.4502,0.8269,0.3975
UT58320+ZT81382,2p,3,4,3,3,4,3,3,2,4,2,3,3,2,3,3,0.7507,0.6842,0.5346,0.4432,0.7963,0.511,0.3768,0.5111,0.9419,0.3116,0.5997,0.4072,0.3311,0.8269,0.4958
UT58321+WT52477,2p,3,2,3,4,3,4,3,2,2,4,3,3,3,2,2,0.8892,0.4031,0.5041,0.5098,0.7728,0.3407,0.4031,0.3448,0.4114,0.7881,0.5997,0.4917,0.7743,0.777,0.3075
UT58321+WT52482,2p,3,2,4,3,3,3,4,3,2,3,4,4,2,2,3,0.8892,0.3726,0.849,0.428,0.5748,0.5069,0.5236,0.6177,0.7438,0.6288,0.6759,0.6413,0.5804,0.6523,0.4114
UT58321+C20C,2p,2,2,4,3,4,4,3,3,2,2,3,3,2,2,3,0.669,0.446,0.5609,0.3713,0.8088,0.349,0.4446,0.6177,0.7438,0.4612,0.5997,0.4626,0.5388,0.777,0.4003
UT58321+C87C,2p,4,3,2,3,2,4,3,2,2,3,3,3,2,2,4,0.9031,0.5236,0.4778,0.4322,0.518,0.6052,0.3255,0.3448,0.4987,0.6205,0.5997,0.4917,0.5804,0.777,0.6953
UT58324+ZT81337,2p,1,3,4,2,3,2,3,2,3,4,3,3,3,3,3,0.3601,0.7105,0.7922,0.2479,0.6731,0.2922,0.2424,0.3892,0.7854,0.6329,0.6011,0.4807,0.4502,0.8269,0.6869
UT58324+C09C,2p,2,3,3,3,3,3,4,3,3,4,4,4,3,3,3,0.669,0.6718,0.7354,0.3837,0.7728,0.5747,0.4141,0.4958,0.8865,0.6565,0.7036,0.6594,0.7743,0.8269,0.59
UT58324+C64C,2p,2,2,3,3,3,2,3,4,3,4,2,3,2,4,3,0.5803,0.5942,0.5844,0.3989,0.6523,0.2922,0.2521,0.7687,0.8865,0.5872,0.4972,0.4544,0.3546,0.9543,0.5914
UT58324+C75C,2p,3,3,3,3,2,4,3,4,2,3,3,3,2,3,3,0.6745,0.6413,0.5844,0.4225,0.6163,0.734,0.2105,0.7063,0.7438,0.4889,0.6634,0.41,0.3546,0.8269,0.5914
UT58333+C24C,2p,3,3,4,4,3,4,4,3,2,4,3,2,2,3,3,0.8892,0.6718,0.5609,0.4488,0.6523,0.6121,0.4501,0.4958,0.4114,0.6482,0.5083,0.3837,0.5804,0.9044,0.4958
UT58334+WT52482,2p,4,4,2,4,4,3,4,4,2,3,4,3,2,3,3,0.9709,0.5318,0.3712,0.4225,0.6454,0.4902,0.5236,0.8726,0.7438,0.6288,0.5139,0.507,0.4294,0.7022,0.3989
UT58334+Y7,2p,3,3,3,3,4,3,4,3,2,2,3,2,4,3,3,0.7507,0.2797,0.7354,0.2646,0.8434,0.4902,0.5236,0.4681,0.7438,0.4612,0.6011,0.2175,0.8934,0.6164,0.3989
UT58335+WT51343,2p,3,3,1,3,3,3,4,3,3,3,4,3,3,1,3,0.8892,0.7105,0.3144,0.4515,0.4681,0.4598,0.428,0.5553,0.8865,0.5831,0.7396,0.518,0.525,0.5249,0.59
UT58335+WT52474,2p,3,3,1,4,3,3,3,3,3,3,3,3,3,3,2,0.8892,0.5055,0.3144,0.5291,0.4681,0.5069,0.4474,0.5553,0.8865,0.5831,0.3463,0.518,0.6344,0.9044,0.3061
UT58335+C43C,2p,2,3,3,3,4,3,3,3,3,3,3,3,4,3,4,0.5291,0.7147,0.4778,0.3823,0.475,0.3906,0.4474,0.5553,0.8865,0.5831,0.572,0.4654,0.6441,0.8269,0.7908
UT58335+C78C,2p,3,2,2,3,4,3,3,2,3,3,3,3,3,2,4,0.8892,0.5942,0.6288,0.4432,0.8296,0.4515,0.3643,0.3171,0.8865,0.5831,0.41,0.4654,0.525,0.5748,0.7908
UT58336+WA29572,2p,4,3,3,3,3,3,3,4,3,3,3,4,3,2,3,0.7604,0.5055,0.5844,0.3823,0.6731,0.5747,0.3615,0.8282,0.5319,0.2673,0.5734,0.6413,0.6579,0.6523,0.5775
UT58336+ZT81337,2p,2,3,3,3,2,3,3,3,3,3,4,3,3,3,2,0.3698,0.7105,0.5346,0.3255,0.4183,0.5747,0.3934,0.4958,0.5403,0.3836,0.6773,0.4626,0.5596,0.9044,0.4847
UT58336+C34C,2p,2,2,3,3,3,3,3,3,2,4,3,2,3,3,3,0.3698,0.385,0.7922,0.3587,0.4335,0.5747,0.4446,0.6177,0.5305,0.4114,0.5734,0.3393,0.6995,0.9044,0.5775
UT58337+Y5,2p,2,3,3,4,4,3,4,3,3,3,3,3,2,3,3,0.669,0.7105,0.7922,0.5693,0.788,0.644,0.3242,0.6344,0.7992,0.4348,0.4667,0.4363,0.5804,0.9044,0.59
UT58337+C36C,2p,1,3,3,4,2,2,3,3,2,3,3,4,2,2,3,0.3601,0.7105,0.7922,0.5693,0.3767,0.4847,0.2563,0.4681,0.7438,0.4348,0.5097,0.6413,0.5804,0.777,0.6869
WA29566+C54C,2p,3,2,4,3,3,4,4,2,2,3,4,2,3,2,4,0.5942,0.3892,0.8988,0.4432,0.7728,0.7423,0.5084,0.5111,0.4114,0.6052,0.7022,0.1732,0.5485,0.777,0.6939
WA29572+C05C,2p,4,3,4,2,2,2,4,4,3,4,3,4,3,3,3,0.9709,0.7147,0.8988,0.248,0.6163,0.4847,0.4529,0.8726,0.7452,0.6329,0.6634,0.4669,0.6579,0.9044,0.4806
WA29572+C06C,2p,3,3,3,3,3,2,4,4,3,4,3,3,2,3,4,0.4045,0.7147,0.7354,0.3823,0.6731,0.4847,0.2438,0.741,0.7452,0.6565,0.6011,0.4544,0.5388,0.9044,0.6828
WA29572+C20C,2p,2,3,4,2,3,4,3,3,3,3,3,3,2,3,3,0.3906,0.7147,0.5041,0.248,0.6523,0.6093,0.3324,0.7216,0.7452,0.4889,0.6634,0.507,0.5388,0.9044,0.5789
WA29572+C62C,2p,4,3,2,3,3,2,4,4,3,2,4,3,3,2,3,0.9709,0.7147,0.421,0.3823,0.7728,0.4847,0.4377,0.8282,0.7452,0.2327,0.7036,0.3809,0.7743,0.6523,0.5775
WA29583+WT51358,2p,3,3,4,4,2,3,4,3,3,3,4,3,3,4,3,0.6829,0.6413,0.6024,0.3089,0.6163,0.4528,0.3463,0.4958,0.5859,0.3836,0.6066,0.3519,0.7743,0.946,0.59
WA29583+Y12,2p,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,0.6829,0.5707,0.4958,0.4225,0.6232,0.4196,0.3878,0.5997,0.8865,0.6052,0.367,0.507,0.7743,0.8186,0.6869
WA29584+WT51381,2p,2,3,3,3,4,3,4,2,4,3,4,3,3,3,2,0.669,0.4889,0.7354,0.338,0.8296,0.4708,0.4765,0.4834,0.7923,0.6052,0.3781,0.4182,0.7743,0.9044,0.3075
WA29584+C09C,2p,2,3,3,2,3,3,4,3,3,3,4,3,2,2,3,0.669,0.446,0.7354,0.2701,0.7728,0.4708,0.5776,0.5553,0.5403,0.5166,0.4488,0.4626,0.5388,0.777,0.59
WA29584+C54C,2p,3,4,3,3,3,3,4,3,2,3,3,4,4,2,3,0.8892,0.7576,0.7354,0.4515,0.7728,0.4708,0.5084,0.7216,0.3976,0.6052,0.3449,0.4571,0.8934,0.777,0.5069
WA29584+C56C,2p,2,4,3,3,3,3,2,2,4,2,3,3,3,2,3,0.669,0.7534,0.7922,0.3255,0.7728,0.3905,0.3006,0.4487,0.9281,0.349,0.572,0.4182,0.7743,0.777,0.5069
WA29594+WT52472,2p,2,3,1,4,3,3,4,3,2,4,2,3,3,1,3,0.669,0.6371,0.3144,0.5416,0.5886,0.4099,0.3338,0.4681,0.7438,0.6565,0.4972,0.4363,0.6995,0.5249,0.482
WA29594+C29C,2p,2,3,2,3,3,3,3,4,3,4,3,4,2,2,3,0.669,0.6413,0.421,0.4225,0.4681,0.5138,0.3767,0.741,0.8865,0.6329,0.6634,0.4862,0.3546,0.777,0.5789
WA29594+C61C,2p,3,2,2,3,2,3,4,4,3,4,2,3,4,1,2,0.7507,0.5942,0.421,0.4073,0.6163,0.5138,0.4266,0.8726,0.8865,0.6329,0.4972,0.4182,0.8934,0.5249,0.2936
WA29594+C80C,2p,2,3,2,4,2,2,4,3,3,3,2,3,3,2,3,0.669,0.7147,0.4778,0.5568,0.6163,0.3116,0.4141,0.6344,0.8865,0.4889,0.4972,0.4363,0.6995,0.6523,0.4003
WA29612+WT51345,2p,2,2,4,3,3,3,4,4,2,4,2,3,3,2,3,0.669,0.4418,0.849,0.3712,0.6869,0.644,0.3228,0.8282,0.7438,0.7645,0.4958,0.3311,0.7743,0.777,0.4806
WA29612+Y8,2p,3,2,3,4,3,4,3,4,3,3,3,3,3,3,4,0.8892,0.4418,0.7354,0.5416,0.6523,0.7423,0.3435,0.5719,0.7992,0.5319,0.5997,0.3865,0.6995,0.8186,0.5859
WA29612+C60C,2p,2,3,2,3,3,3,4,4,2,3,2,3,4,3,3,0.669,0.5623,0.6288,0.2576,0.7728,0.644,0.3449,0.7063,0.7438,0.5319,0.4958,0.2867,0.8699,0.8186,0.4806
WT51342+C33C,2p,3,3,2,3,3,4,3,3,2,4,2,3,4,3,2,0.662,0.4889,0.4778,0.3712,0.3143,0.655,0.2701,0.3781,0.5305,0.5596,0.3338,0.3919,0.7535,0.9044,0.4861
WT51342+C36C,2p,2,3,3,4,3,2,3,2,3,4,4,3,3,3,3,0.5803,0.6371,0.7922,0.5416,0.6523,0.2742,0.2604,0.2576,0.8865,0.5055,0.7396,0.4182,0.6995,0.9044,0.6869
WT51342+C51C,2p,3,3,2,3,3,3,4,3,2,4,3,4,3,2,2,0.662,0.6371,0.4778,0.3961,0.6523,0.3642,0.3781,0.5997,0.5305,0.7881,0.6634,0.3614,0.6995,0.3795,0.3075
WT51342+C53C,2p,3,4,4,4,4,3,3,2,3,3,4,3,4,2,1,0.8892,0.7576,0.6412,0.518,0.6758,0.4335,0.2576,0.3615,0.5859,0.5831,0.7673,0.3919,0.8934,0.3795,0.2022
WT51342+C70C,2p,3,3,4,4,3,3,4,3,3,3,3,4,3,2,2,0.8892,0.6371,0.849,0.482,0.6523,0.4335,0.385,0.6621,0.8865,0.4709,0.6634,0.4889,0.6579,0.3795,0.403
WT51343+C10C,2p,3,4,1,2,3,4,3,3,3,3,2,3,3,1,2,0.8892,0.831,0.3144,0.2811,0.4819,0.5498,0.3227,0.7216,0.8865,0.4432,0.4972,0.4917,0.7743,0.5249,0.4861
WT51343+C14C,2p,3,2,2,2,4,3,4,3,2,4,3,3,3,2,4,0.8892,0.4418,0.421,0.2811,0.5041,0.5401,0.4792,0.7216,0.7438,0.4474,0.6634,0.3642,0.5485,0.5748,0.7922
WT51343+C40C,2p,2,4,2,4,3,3,4,2,3,3,3,2,4,2,3,0.669,0.831,0.6288,0.4446,0.7728,0.2839,0.3961,0.4487,0.7854,0.5595,0.5997,0.3283,0.8699,0.5748,0.5789
WT51345+C59C,2p,2,2,4,2,3,3,4,2,1,4,3,4,4,1,2,0.669,0.5942,0.849,0.133,0.6869,0.5747,0.4128,0.5111,0.356,0.7645,0.6634,0.5859,0.8699,0.5249,0.3878
WT51345+C70C,2p,2,2,3,3,3,2,4,2,2,3,2,3,2,2,4,0.669,0.5942,0.5346,0.3477,0.6869,0.3615,0.3657,0.5111,0.7438,0.5678,0.4958,0.4807,0.5388,0.777,0.7908
WT51354+WT52471,2p,3,3,2,3,3,4,3,4,3,3,3,4,3,3,3,0.8892,0.6371,0.6288,0.4086,0.4473,0.554,0.3144,0.7687,0.7493,0.4515,0.572,0.2244,0.6995,0.7022,0.4861
WT51354+C27C,2p,2,3,3,1,3,3,3,3,3,4,3,4,3,2,3,0.5803,0.6371,0.7922,0.1468,0.7728,0.5318,0.4626,0.6177,0.5042,0.6108,0.5083,0.3269,0.7743,0.6523,0.3075
WT51355+WT52486,2p,3,3,1,3,3,2,4,3,1,3,3,4,2,4,3,0.6108,0.7105,0.3144,0.4225,0.7728,0.3808,0.4557,0.6621,0.356,0.5678,0.5097,0.6413,0.5388,0.9543,0.5775
WT51355+C12C,2p,4,4,3,3,3,3,3,4,2,3,1,3,2,3,4,0.9709,0.7618,0.4473,0.3865,0.7728,0.583,0.3116,0.8726,0.7438,0.6052,0.3296,0.2839,0.5388,0.8269,0.6814
WT51355+C55C,2p,3,3,3,3,2,4,4,3,2,3,2,3,2,3,2,0.6108,0.7105,0.4778,0.4225,0.6163,0.7423,0.2659,0.5997,0.4987,0.6052,0.4058,0.4626,0.5388,0.8269,0.2936
WT51355+C59C,2p,3,2,2,4,2,3,3,3,1,4,3,4,4,3,3,0.6108,0.5942,0.6288,0.4419,0.6163,0.4708,0.3116,0.6621,0.356,0.7645,0.6634,0.5152,0.8699,0.8269,0.5775
WT51355+C66C,2p,2,2,2,2,3,3,4,2,2,3,3,3,3,3,4,0.3019,0.5942,0.3712,0.3089,0.6731,0.5401,0.331,0.3892,0.7438,0.5678,0.5997,0.3365,0.6579,0.8269,0.6814
WT51358+Y4,2p,2,3,3,4,3,4,4,4,2,3,4,2,4,2,3,0.669,0.7105,0.5844,0.295,0.7728,0.655,0.4585,0.7687,0.4432,0.4958,0.6759,0.2286,0.7535,0.3795,0.3989
WT51358+Y9,2p,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,0.8892,0.7105,0.5844,0.1717,0.7728,0.4542,0.187,0.4681,0.7992,0.4958,0.572,0.3892,0.7743,0.9543,0.7922
WT51359+C33C,2p,2,3,3,3,4,4,3,4,2,4,2,2,4,2,3,0.4418,0.5623,0.7922,0.2549,0.7963,0.493,0.3352,0.6066,0.5305,0.6482,0.1994,0.313,0.7535,0.777,0.5914
WT51362+C29C,2p,2,4,2,4,3,3,3,4,3,3,3,3,3,3,2,0.669,0.6094,0.421,0.4391,0.4681,0.5567,0.3795,0.8282,0.8865,0.5595,0.5983,0.3366,0.6995,0.8269,0.4861
WT51362+C48C,2p,4,4,2,3,2,4,3,3,3,2,2,4,3,2,3,0.9709,0.831,0.421,0.3006,0.6163,0.5858,0.3144,0.7216,0.7507,0.4155,0.2687,0.4363,0.6995,0.302,0.59
WT51373+ZT81372,2p,3,2,3,4,3,2,3,4,3,3,4,4,3,3,3,0.662,0.5942,0.7922,0.4058,0.7728,0.4418,0.3408,0.8726,0.7992,0.5166,0.6759,0.4875,0.4502,0.9044,0.482
WT51373+C53C,2p,3,3,4,4,3,1,3,3,3,3,4,2,4,3,3,0.8892,0.7147,0.6412,0.5332,0.6398,0.1593,0.3228,0.6344,0.7992,0.6052,0.6759,0.3837,0.6441,0.9044,0.5914
WT51373+C77C,2p,2,3,3,3,3,2,3,3,3,4,4,4,3,2,4,0.5803,0.7147,0.5844,0.3864,0.6869,0.4418,0.3768,0.6344,0.7992,0.6398,0.6759,0.6594,0.4086,0.777,0.6828
WT51378+C21C,2p,2,2,3,4,3,2,3,4,2,3,1,3,3,1,2,0.5803,0.3892,0.5844,0.5458,0.4473,0.3545,0.2604,0.7687,0.7438,0.3546,0.3296,0.4073,0.6995,0.5249,0.403
WT51378+C26C,2p,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,0.59,0.7147,0.7354,0.3616,0.6163,0.5138,0.3435,0.6344,0.7438,0.6288,0.4058,0.381,0.5485,0.777,0.403
WT51381+C26C,2p,2,2,3,3,3,3,4,2,3,2,4,4,3,3,2,0.3698,0.446,0.7354,0.3616,0.6731,0.5138,0.482,0.4834,0.7507,0.4612,0.5415,0.6704,0.5485,0.9044,0.3075
WT51381+C45C,2p,1,2,3,3,3,1,4,2,3,2,4,3,2,2,3,0.3601,0.446,0.5844,0.338,0.4335,0.2825,0.3186,0.4834,0.7507,0.4612,0.3172,0.4626,0.3546,0.6523,0.5914
WT51381+C72C,2p,3,3,3,4,3,2,3,2,4,3,4,3,2,3,3,0.8892,0.7147,0.7354,0.4488,0.4543,0.4847,0.2964,0.4834,0.579,0.4958,0.6329,0.518,0.5804,0.9044,0.4003
WT51386+WT52493,2p,4,2,2,2,4,4,3,3,3,2,4,3,3,3,3,0.9709,0.446,0.6288,0.2521,0.4833,0.4737,0.2895,0.6344,0.8865,0.4238,0.7396,0.3366,0.5596,0.9044,0.59
WT51386+C15C,2p,3,2,2,2,3,3,3,3,2,3,3,2,4,3,3,0.7507,0.4031,0.6288,0.2161,0.3822,0.3837,0.3726,0.4681,0.7438,0.5678,0.572,0.2313,0.7951,0.9044,0.59
WT51386+C66C,2p,3,2,3,2,3,3,4,2,2,2,3,3,3,3,2,0.662,0.5942,0.6856,0.3089,0.6731,0.644,0.3629,0.3615,0.7438,0.4238,0.3463,0.3546,0.6579,0.9044,0.3878
WT52457+WT52490,2p,3,2,2,3,3,3,3,4,3,3,3,3,3,2,3,0.8892,0.446,0.6288,0.2923,0.7728,0.4335,0.2992,0.8726,0.7992,0.6052,0.3033,0.4807,0.6995,0.6523,0.4958
WT52457+WT52493,2p,3,2,2,2,3,4,3,2,3,2,3,4,4,1,3,0.8892,0.446,0.6288,0.2521,0.5332,0.3864,0.3283,0.5111,0.8865,0.4238,0.5304,0.4599,0.7951,0.5249,0.6869
WT52457+C49C,2p,3,1,3,4,3,4,3,3,2,3,3,4,4,2,4,0.8892,0.3255,0.7922,0.5568,0.7728,0.655,0.2632,0.6621,0.4987,0.6205,0.529,0.5043,0.7951,0.777,0.7922
WT52457+C83C,2p,2,2,2,3,3,3,4,2,2,3,3,4,3,2,3,0.669,0.5942,0.6288,0.2923,0.5748,0.3725,0.4128,0.5111,0.4114,0.6052,0.367,0.5333,0.5485,0.777,0.6869
WT52470+WT52493,2p,3,2,3,4,3,4,3,3,3,4,2,4,3,2,3,0.6108,0.3892,0.6468,0.4765,0.1786,0.5969,0.3227,0.7216,0.8865,0.7881,0.4972,0.288,0.676,0.6523,0.6869
